analysis,model_role,multiplicity_family,term,effect_measure,estimate,ci_low,ci_high,p_value,n,converged,aic,status,reference_level,level_counts
Exploratory Brazil surgical association; confounding by indication expected,exploratory,brazil_surgical,"C(procedure_class_analysis, Treatment(reference='Other acute cranial surgery'))[T.Decompressive-coded]",Adjusted OR,1.5235390072551087,1.3467087633565122,1.7235880316414056,2.249722098212306e-11,40247,True,41204.979071028996,COMPLETED,Other acute cranial surgery,"{""Other acute cranial surgery"": 32181, ""Decompressive-coded"": 8066}"
